tipo,Nombre_de_la_Serie,valor,categoria,anio,tipo2
66_anios_o_mas,2017/07,193090,edad,2017,66_anios_o_mas
66_anios_o_mas,2017/08,413080,edad,2017,66_anios_o_mas
66_anios_o_mas,2017/09,762410,edad,2017,66_anios_o_mas
66_anios_o_mas,2017/10,181610,edad,2017,66_anios_o_mas
66_anios_o_mas,2017/11,222637,edad,2017,66_anios_o_mas
66_anios_o_mas,2017/12,377049,edad,2017,66_anios_o_mas
66_anios_o_mas,2018/01,0,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/02,553319,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/03,109486,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/04,104202,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/05,378926,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/06,495756,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/07,251913,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/08,207470,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/09,9801,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/10,109383,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/11,370457,edad,2018,66_anios_o_mas
66_anios_o_mas,2018/12,354686,edad,2018,66_anios_o_mas
66_anios_o_mas,2019/01,485613,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/02,620510,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/03,231165,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/04,0,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/05,616615,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/06,691031,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/07,328156,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/08,1350840,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/09,1215822,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/10,0,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/11,94925,edad,2019,66_anios_o_mas
66_anios_o_mas,2019/12,227177,edad,2019,66_anios_o_mas
66_anios_o_mas,2020/01,53938,edad,2020,66_anios_o_mas
66_anios_o_mas,2020/02,666946,edad,2020,66_anios_o_mas
66_anios_o_mas,2020/03,549594,edad,2020,66_anios_o_mas
66_anios_o_mas,2020/04,757215,edad,2020,66_anios_o_mas
66_anios_o_mas,2020/05,980116,edad,2020,66_anios_o_mas
66_anios_o_mas,2020/06,164342,edad,2020,66_anios_o_mas
66_anios_o_mas,2020/07,180524,edad,2020,66_anios_o_mas
66_anios_o_mas,2020/08,419878,edad,2020,66_anios_o_mas
66_anios_o_mas,2020/09,947685,edad,2020,66_anios_o_mas
66_anios_o_mas,2020/10,397188,edad,2020,66_anios_o_mas
Aguascalientes,2012/01,101687123,estado,2012,centro norte
Aguascalientes,2012/02,169379589,estado,2012,centro norte
Aguascalientes,2012/03,222050603,estado,2012,centro norte
Aguascalientes,2012/04,115767307,estado,2012,centro norte
Aguascalientes,2012/05,140825834,estado,2012,centro norte
Aguascalientes,2012/06,152019118,estado,2012,centro norte
Aguascalientes,2012/07,147004112,estado,2012,centro norte
Aguascalientes,2012/08,139970362,estado,2012,centro norte
Aguascalientes,2012/09,129700282,estado,2012,centro norte
Aguascalientes,2012/10,150934897,estado,2012,centro norte
Aguascalientes,2012/11,118388040,estado,2012,centro norte
Aguascalientes,2012/12,127907132,estado,2012,centro norte
Aguascalientes,2013/01,125483681,estado,2013,centro norte
Aguascalientes,2013/02,101834270,estado,2013,centro norte
Aguascalientes,2013/03,125126430,estado,2013,centro norte
Aguascalientes,2013/04,170264619,estado,2013,centro norte
Aguascalientes,2013/05,155117899,estado,2013,centro norte
Aguascalientes,2013/06,102245798,estado,2013,centro norte
Aguascalientes,2013/07,130668635,estado,2013,centro norte
Aguascalientes,2013/08,145191532,estado,2013,centro norte
Aguascalientes,2013/09,119515960,estado,2013,centro norte
Aguascalientes,2013/10,79524823,estado,2013,centro norte
Aguascalientes,2013/11,117406811,estado,2013,centro norte
Aguascalientes,2013/12,131096058,estado,2013,centro norte
Aguascalientes,2014/01,64782269,estado,2014,centro norte
Aguascalientes,2014/02,80577481,estado,2014,centro norte
Aguascalientes,2014/03,127234371,estado,2014,centro norte
Aguascalientes,2014/04,88947745,estado,2014,centro norte
Aguascalientes,2014/05,128239285,estado,2014,centro norte
Aguascalientes,2014/06,123510839,estado,2014,centro norte
Aguascalientes,2014/07,139989960,estado,2014,centro norte
Aguascalientes,2014/08,136729612,estado,2014,centro norte
Aguascalientes,2014/09,135965379,estado,2014,centro norte
Aguascalientes,2014/10,154120931,estado,2014,centro norte
Aguascalientes,2014/11,150838814,estado,2014,centro norte
Aguascalientes,2014/12,227012535,estado,2014,centro norte
Aguascalientes,2015/01,100115381,estado,2015,centro norte
Aguascalientes,2015/02,169414767,estado,2015,centro norte
Aguascalientes,2015/03,145845989,estado,2015,centro norte
Aguascalientes,2015/04,197373788,estado,2015,centro norte
Aguascalientes,2015/05,148029074,estado,2015,centro norte
Aguascalientes,2015/06,153982683,estado,2015,centro norte
Aguascalientes,2015/07,103603518,estado,2015,centro norte
Aguascalientes,2015/08,111267689,estado,2015,centro norte
Aguascalientes,2015/09,132295669,estado,2015,centro norte
Aguascalientes,2015/10,154140049,estado,2015,centro norte
Aguascalientes,2015/11,132504214,estado,2015,centro norte
Aguascalientes,2015/12,305326225,estado,2015,centro norte
Aguascalientes,2016/01,59837434,estado,2016,centro norte
Aguascalientes,2016/02,161738336,estado,2016,centro norte
Aguascalientes,2016/03,167673462,estado,2016,centro norte
Aguascalientes,2016/04,157987853,estado,2016,centro norte
Aguascalientes,2016/05,149252259,estado,2016,centro norte
Aguascalientes,2016/06,216295025,estado,2016,centro norte
Aguascalientes,2016/07,136901103,estado,2016,centro norte
Aguascalientes,2016/08,158393788,estado,2016,centro norte
Aguascalientes,2016/09,160296838,estado,2016,centro norte
Aguascalientes,2016/10,175598872,estado,2016,centro norte
Aguascalientes,2016/11,170089519,estado,2016,centro norte
Aguascalientes,2016/12,150093342,estado,2016,centro norte
Aguascalientes,2017/01,95351707,estado,2017,centro norte
Aguascalientes,2017/02,194567405,estado,2017,centro norte
Aguascalientes,2017/03,168613865,estado,2017,centro norte
Aguascalientes,2017/04,123128847,estado,2017,centro norte
Aguascalientes,2017/05,238010318,estado,2017,centro norte
Aguascalientes,2017/06,227003692,estado,2017,centro norte
Aguascalientes,2017/07,252909602,estado,2017,centro norte
Aguascalientes,2017/08,232311489,estado,2017,centro norte
Aguascalientes,2017/09,206533271,estado,2017,centro norte
Aguascalientes,2017/10,201430810,estado,2017,centro norte
Aguascalientes,2017/11,236396289,estado,2017,centro norte
Aguascalientes,2017/12,254106641,estado,2017,centro norte
Aguascalientes,2018/01,113124152,estado,2018,centro norte
Aguascalientes,2018/02,194675290,estado,2018,centro norte
Aguascalientes,2018/03,202182183,estado,2018,centro norte
Aguascalientes,2018/04,201113630,estado,2018,centro norte
Aguascalientes,2018/05,249148139,estado,2018,centro norte
Aguascalientes,2018/06,245540121,estado,2018,centro norte
Aguascalientes,2018/07,241223804,estado,2018,centro norte
Aguascalientes,2018/08,291349053,estado,2018,centro norte
Aguascalientes,2018/09,241604328,estado,2018,centro norte
Aguascalientes,2018/10,267981396,estado,2018,centro norte
Aguascalientes,2018/11,249351575,estado,2018,centro norte
Aguascalientes,2018/12,250562062,estado,2018,centro norte
Aguascalientes,2019/01,155826740,estado,2019,centro norte
Aguascalientes,2019/02,180898079,estado,2019,centro norte
Aguascalientes,2019/03,227004338,estado,2019,centro norte
Aguascalientes,2019/04,218113456,estado,2019,centro norte
Aguascalientes,2019/05,208775297,estado,2019,centro norte
Aguascalientes,2019/06,252344891,estado,2019,centro norte
Aguascalientes,2019/07,306034886,estado,2019,centro norte
Aguascalientes,2019/08,295994288,estado,2019,centro norte
Aguascalientes,2019/09,257399099,estado,2019,centro norte
Aguascalientes,2019/10,272348769,estado,2019,centro norte
Aguascalientes,2019/11,270328483,estado,2019,centro norte
Aguascalientes,2019/12,303940033,estado,2019,centro norte
Aguascalientes,2020/01,187572598,estado,2020,centro norte
Aguascalientes,2020/02,161615842,estado,2020,centro norte
Aguascalientes,2020/03,102268821,estado,2020,centro norte
Aguascalientes,2020/04,283794057,estado,2020,centro norte
Aguascalientes,2020/05,270675147,estado,2020,centro norte
Aguascalientes,2020/06,225269948,estado,2020,centro norte
Aguascalientes,2020/07,273604239,estado,2020,centro norte
Aguascalientes,2020/08,286453016,estado,2020,centro norte
Aguascalientes,2020/09,253428274,estado,2020,centro norte
Aguascalientes,2020/10,292649465,estado,2020,centro norte
Baja_California,2012/01,270067463,estado,2012,norte
Baja_California,2012/02,421886962,estado,2012,norte
Baja_California,2012/03,452408340,estado,2012,norte
Baja_California,2012/04,340173837,estado,2012,norte
Baja_California,2012/05,435055721,estado,2012,norte
Baja_California,2012/06,533219203,estado,2012,norte
Baja_California,2012/07,498167764,estado,2012,norte
Baja_California,2012/08,413763996,estado,2012,norte
Baja_California,2012/09,438585777,estado,2012,norte
Baja_California,2012/10,368714667,estado,2012,norte
Baja_California,2012/11,319123942,estado,2012,norte
Baja_California,2012/12,366073137,estado,2012,norte
Baja_California,2013/01,329670683,estado,2013,norte
Baja_California,2013/02,242515358,estado,2013,norte
Baja_California,2013/03,305483597,estado,2013,norte
Baja_California,2013/04,338622358,estado,2013,norte
Baja_California,2013/05,339467398,estado,2013,norte
Baja_California,2013/06,286040556,estado,2013,norte
Baja_California,2013/07,338167638,estado,2013,norte
Baja_California,2013/08,308932797,estado,2013,norte
Baja_California,2013/09,269214287,estado,2013,norte
Baja_California,2013/10,303671492,estado,2013,norte
Baja_California,2013/11,294335730,estado,2013,norte
Baja_California,2013/12,341156742,estado,2013,norte
Baja_California,2014/01,226134760,estado,2014,norte
Baja_California,2014/02,226742673,estado,2014,norte
Baja_California,2014/03,276909320,estado,2014,norte
Baja_California,2014/04,284864126,estado,2014,norte
Baja_California,2014/05,322368640,estado,2014,norte
Baja_California,2014/06,387000277,estado,2014,norte
Baja_California,2014/07,322051419,estado,2014,norte
Baja_California,2014/08,287971085,estado,2014,norte
Baja_California,2014/09,352327785,estado,2014,norte
Baja_California,2014/10,402741865,estado,2014,norte
Baja_California,2014/11,371631732,estado,2014,norte
Baja_California,2014/12,465988117,estado,2014,norte
Baja_California,2015/01,249156317,estado,2015,norte
Baja_California,2015/02,388115374,estado,2015,norte
Baja_California,2015/03,403254384,estado,2015,norte
Baja_California,2015/04,392554849,estado,2015,norte
Baja_California,2015/05,349792462,estado,2015,norte
Baja_California,2015/06,365658513,estado,2015,norte
Baja_California,2015/07,302651175,estado,2015,norte
Baja_California,2015/08,303078479,estado,2015,norte
Baja_California,2015/09,400594489,estado,2015,norte
Baja_California,2015/10,482157313,estado,2015,norte
Baja_California,2015/11,356369524,estado,2015,norte
Baja_California,2015/12,424894419,estado,2015,norte
Baja_California,2016/01,229320924,estado,2016,norte
Baja_California,2016/02,377950225,estado,2016,norte
Baja_California,2016/03,346513624,estado,2016,norte
Baja_California,2016/04,419492862,estado,2016,norte
Baja_California,2016/05,405658767,estado,2016,norte
Baja_California,2016/06,395426702,estado,2016,norte
Baja_California,2016/07,398040116,estado,2016,norte
Baja_California,2016/08,459820784,estado,2016,norte
Baja_California,2016/09,441674067,estado,2016,norte
Baja_California,2016/10,449246337,estado,2016,norte
Baja_California,2016/11,403298927,estado,2016,norte
Baja_California,2016/12,465699133,estado,2016,norte
Baja_California,2017/01,238958727,estado,2017,norte
Baja_California,2017/02,321633691,estado,2017,norte
Baja_California,2017/03,403111805,estado,2017,norte
Baja_California,2017/04,340127856,estado,2017,norte
Baja_California,2017/05,493584610,estado,2017,norte
Baja_California,2017/06,594896024,estado,2017,norte
Baja_California,2017/07,479229867,estado,2017,norte
Baja_California,2017/08,603812827,estado,2017,norte
Baja_California,2017/09,552567859,estado,2017,norte
Baja_California,2017/10,559403729,estado,2017,norte
Baja_California,2017/11,567261780,estado,2017,norte
Baja_California,2017/12,617386914,estado,2017,norte
Baja_California,2018/01,353864136,estado,2018,norte
Baja_California,2018/02,450200689,estado,2018,norte
Baja_California,2018/03,474971821,estado,2018,norte
Baja_California,2018/04,562780444,estado,2018,norte
Baja_California,2018/05,564323060,estado,2018,norte
Baja_California,2018/06,550420403,estado,2018,norte
Baja_California,2018/07,613089037,estado,2018,norte
Baja_California,2018/08,560195486,estado,2018,norte
Baja_California,2018/09,572270201,estado,2018,norte
Baja_California,2018/10,545562551,estado,2018,norte
Baja_California,2018/11,532176281,estado,2018,norte
Baja_California,2018/12,453859609,estado,2018,norte
Baja_California,2019/01,394898897,estado,2019,norte
Baja_California,2019/02,442569930,estado,2019,norte
Baja_California,2019/03,496461362,estado,2019,norte
Baja_California,2019/04,518537034,estado,2019,norte
Baja_California,2019/05,581106700,estado,2019,norte
Baja_California,2019/06,538033997,estado,2019,norte
Baja_California,2019/07,595269139,estado,2019,norte
Baja_California,2019/08,591263059,estado,2019,norte
Baja_California,2019/09,568156593,estado,2019,norte
Baja_California,2019/10,694125418,estado,2019,norte
Baja_California,2019/11,465917292,estado,2019,norte
Baja_California,2019/12,626710565,estado,2019,norte
Baja_California,2020/01,354394045,estado,2020,norte
Baja_California,2020/02,483330019,estado,2020,norte
Baja_California,2020/03,548189846,estado,2020,norte
Baja_California,2020/04,422380008,estado,2020,norte
Baja_California,2020/05,406258949,estado,2020,norte
Baja_California,2020/06,439648507,estado,2020,norte
Baja_California,2020/07,488039909,estado,2020,norte
Baja_California,2020/08,548895109,estado,2020,norte
Baja_California,2020/09,504579931,estado,2020,norte
Baja_California,2020/10,525764995,estado,2020,norte
Baja_California_Sur,2012/01,50260708,estado,2012,centro norte
Baja_California_Sur,2012/02,48122772,estado,2012,centro norte
Baja_California_Sur,2012/03,71472770,estado,2012,centro norte
Baja_California_Sur,2012/04,49769643,estado,2012,centro norte
Baja_California_Sur,2012/05,95605136,estado,2012,centro norte
Baja_California_Sur,2012/06,80262753,estado,2012,centro norte
Baja_California_Sur,2012/07,64270245,estado,2012,centro norte
Baja_California_Sur,2012/08,73206654,estado,2012,centro norte
Baja_California_Sur,2012/09,51614504,estado,2012,centro norte
Baja_California_Sur,2012/10,58144510,estado,2012,centro norte
Baja_California_Sur,2012/11,65112840,estado,2012,centro norte
Baja_California_Sur,2012/12,61683253,estado,2012,centro norte
Baja_California_Sur,2013/01,40350767,estado,2013,centro norte
Baja_California_Sur,2013/02,44002518,estado,2013,centro norte
Baja_California_Sur,2013/03,54457664,estado,2013,centro norte
Baja_California_Sur,2013/04,59836719,estado,2013,centro norte
Baja_California_Sur,2013/05,58984361,estado,2013,centro norte
Baja_California_Sur,2013/06,53561762,estado,2013,centro norte
Baja_California_Sur,2013/07,51922187,estado,2013,centro norte
Baja_California_Sur,2013/08,48517342,estado,2013,centro norte
Baja_California_Sur,2013/09,47138789,estado,2013,centro norte
Baja_California_Sur,2013/10,65616467,estado,2013,centro norte
Baja_California_Sur,2013/11,55011888,estado,2013,centro norte
Baja_California_Sur,2013/12,61489515,estado,2013,centro norte
Baja_California_Sur,2014/01,48623592,estado,2014,centro norte
Baja_California_Sur,2014/02,52447312,estado,2014,centro norte
Baja_California_Sur,2014/03,57618706,estado,2014,centro norte
Baja_California_Sur,2014/04,57508338,estado,2014,centro norte
Baja_California_Sur,2014/05,56369300,estado,2014,centro norte
Baja_California_Sur,2014/06,63701957,estado,2014,centro norte
Baja_California_Sur,2014/07,56343250,estado,2014,centro norte
Baja_California_Sur,2014/08,57684764,estado,2014,centro norte
Baja_California_Sur,2014/09,44510530,estado,2014,centro norte
Baja_California_Sur,2014/10,67849260,estado,2014,centro norte
Baja_California_Sur,2014/11,66264670,estado,2014,centro norte
Baja_California_Sur,2014/12,94809715,estado,2014,centro norte
Baja_California_Sur,2015/01,41523045,estado,2015,centro norte
Baja_California_Sur,2015/02,77105619,estado,2015,centro norte
Baja_California_Sur,2015/03,78953869,estado,2015,centro norte
Baja_California_Sur,2015/04,61286328,estado,2015,centro norte
Baja_California_Sur,2015/05,61889402,estado,2015,centro norte
Baja_California_Sur,2015/06,78302842,estado,2015,centro norte
Baja_California_Sur,2015/07,61590258,estado,2015,centro norte
Baja_California_Sur,2015/08,67881411,estado,2015,centro norte
Baja_California_Sur,2015/09,60787877,estado,2015,centro norte
Baja_California_Sur,2015/10,73959254,estado,2015,centro norte
Baja_California_Sur,2015/11,73472783,estado,2015,centro norte
Baja_California_Sur,2015/12,75496255,estado,2015,centro norte
Baja_California_Sur,2016/01,28752974,estado,2016,centro norte
Baja_California_Sur,2016/02,48258095,estado,2016,centro norte
Baja_California_Sur,2016/03,79703681,estado,2016,centro norte
Baja_California_Sur,2016/04,83916387,estado,2016,centro norte
Baja_California_Sur,2016/05,85282888,estado,2016,centro norte
Baja_California_Sur,2016/06,104988599,estado,2016,centro norte
Baja_California_Sur,2016/07,69232171,estado,2016,centro norte
Baja_California_Sur,2016/08,77956883,estado,2016,centro norte
Baja_California_Sur,2016/09,81486543,estado,2016,centro norte
Baja_California_Sur,2016/10,82265761,estado,2016,centro norte
Baja_California_Sur,2016/11,70708094,estado,2016,centro norte
Baja_California_Sur,2016/12,80945967,estado,2016,centro norte
Baja_California_Sur,2017/01,35201402,estado,2017,centro norte
Baja_California_Sur,2017/02,46869778,estado,2017,centro norte
Baja_California_Sur,2017/03,57820811,estado,2017,centro norte
Baja_California_Sur,2017/04,75294739,estado,2017,centro norte
Baja_California_Sur,2017/05,100241749,estado,2017,centro norte
Baja_California_Sur,2017/06,125117919,estado,2017,centro norte
Baja_California_Sur,2017/07,84750426,estado,2017,centro norte
Baja_California_Sur,2017/08,110993929,estado,2017,centro norte
Baja_California_Sur,2017/09,94924466,estado,2017,centro norte
Baja_California_Sur,2017/10,83778312,estado,2017,centro norte
Baja_California_Sur,2017/11,90541926,estado,2017,centro norte
Baja_California_Sur,2017/12,135058401,estado,2017,centro norte
Baja_California_Sur,2018/01,55119906,estado,2018,centro norte
Baja_California_Sur,2018/02,88360447,estado,2018,centro norte
Baja_California_Sur,2018/03,102734574,estado,2018,centro norte
Baja_California_Sur,2018/04,93550527,estado,2018,centro norte
Baja_California_Sur,2018/05,105382648,estado,2018,centro norte
Baja_California_Sur,2018/06,99717518,estado,2018,centro norte
Baja_California_Sur,2018/07,93921883,estado,2018,centro norte
Baja_California_Sur,2018/08,106123506,estado,2018,centro norte
Baja_California_Sur,2018/09,76312965,estado,2018,centro norte
Baja_California_Sur,2018/10,109015112,estado,2018,centro norte
Baja_California_Sur,2018/11,109060681,estado,2018,centro norte
Baja_California_Sur,2018/12,108675998,estado,2018,centro norte
Baja_California_Sur,2019/01,52423922,estado,2019,centro norte
Baja_California_Sur,2019/02,78829515,estado,2019,centro norte
Baja_California_Sur,2019/03,104088728,estado,2019,centro norte
Baja_California_Sur,2019/04,102662653,estado,2019,centro norte
Baja_California_Sur,2019/05,115248598,estado,2019,centro norte
Baja_California_Sur,2019/06,116135981,estado,2019,centro norte
Baja_California_Sur,2019/07,116350501,estado,2019,centro norte
Baja_California_Sur,2019/08,118782472,estado,2019,centro norte
Baja_California_Sur,2019/09,103875796,estado,2019,centro norte
Baja_California_Sur,2019/10,118160489,estado,2019,centro norte
Baja_California_Sur,2019/11,86845318,estado,2019,centro norte
Baja_California_Sur,2019/12,121511705,estado,2019,centro norte
Baja_California_Sur,2020/01,82901780,estado,2020,centro norte
Baja_California_Sur,2020/02,114956303,estado,2020,centro norte
Baja_California_Sur,2020/03,121987111,estado,2020,centro norte
Baja_California_Sur,2020/04,74945236,estado,2020,centro norte
Baja_California_Sur,2020/05,57529690,estado,2020,centro norte
Baja_California_Sur,2020/06,100436481,estado,2020,centro norte
Baja_California_Sur,2020/07,79571593,estado,2020,centro norte
Baja_California_Sur,2020/08,102916959,estado,2020,centro norte
Baja_California_Sur,2020/09,106199205,estado,2020,centro norte
Baja_California_Sur,2020/10,112162987,estado,2020,centro norte
CDMX,2012/01,252366158,estado,2012,centro
CDMX,2012/02,514197633,estado,2012,centro
CDMX,2012/03,530746842,estado,2012,centro
CDMX,2012/04,470210703,estado,2012,centro
CDMX,2012/05,747151462,estado,2012,centro
CDMX,2012/06,806910698,estado,2012,centro
CDMX,2012/07,840535563,estado,2012,centro
CDMX,2012/08,439227478,estado,2012,centro
CDMX,2012/09,302265030,estado,2012,centro
CDMX,2012/10,343785363,estado,2012,centro
CDMX,2012/11,341366754,estado,2012,centro
CDMX,2012/12,400856097,estado,2012,centro
CDMX,2013/01,115076746,estado,2013,centro
CDMX,2013/02,189374090,estado,2013,centro
CDMX,2013/03,202906164,estado,2013,centro
CDMX,2013/04,237984080,estado,2013,centro
CDMX,2013/05,275619627,estado,2013,centro
CDMX,2013/06,250976513,estado,2013,centro
CDMX,2013/07,271522779,estado,2013,centro
CDMX,2013/08,245036902,estado,2013,centro
CDMX,2013/09,219602648,estado,2013,centro
CDMX,2013/10,254761212,estado,2013,centro
CDMX,2013/11,238929012,estado,2013,centro
CDMX,2013/12,355635154,estado,2013,centro
CDMX,2014/01,92119152,estado,2014,centro
CDMX,2014/02,167026671,estado,2014,centro
CDMX,2014/03,231863877,estado,2014,centro
CDMX,2014/04,198559437,estado,2014,centro
CDMX,2014/05,224095876,estado,2014,centro
CDMX,2014/06,264899186,estado,2014,centro
CDMX,2014/07,282948363,estado,2014,centro
CDMX,2014/08,225590754,estado,2014,centro
CDMX,2014/09,258432930,estado,2014,centro
CDMX,2014/10,326359028,estado,2014,centro
CDMX,2014/11,361175246,estado,2014,centro
CDMX,2014/12,535938400,estado,2014,centro
CDMX,2015/01,134081995,estado,2015,centro
CDMX,2015/02,194964768,estado,2015,centro
CDMX,2015/03,342627701,estado,2015,centro
CDMX,2015/04,260606573,estado,2015,centro
CDMX,2015/05,306241559,estado,2015,centro
CDMX,2015/06,393793193,estado,2015,centro
CDMX,2015/07,337079081,estado,2015,centro
CDMX,2015/08,323926029,estado,2015,centro
CDMX,2015/09,292880518,estado,2015,centro
CDMX,2015/10,310019372,estado,2015,centro
CDMX,2015/11,294463816,estado,2015,centro
CDMX,2015/12,458398081,estado,2015,centro
CDMX,2016/01,114318361,estado,2016,centro
CDMX,2016/02,182935050,estado,2016,centro
CDMX,2016/03,248860199,estado,2016,centro
CDMX,2016/04,312762076,estado,2016,centro
CDMX,2016/05,323325558,estado,2016,centro
CDMX,2016/06,369977798,estado,2016,centro
CDMX,2016/07,302235638,estado,2016,centro
CDMX,2016/08,361258792,estado,2016,centro
CDMX,2016/09,299682620,estado,2016,centro
CDMX,2016/10,349862013,estado,2016,centro
CDMX,2016/11,299820704,estado,2016,centro
CDMX,2016/12,471527417,estado,2016,centro
CDMX,2017/01,215110746,estado,2017,centro
CDMX,2017/02,198318156,estado,2017,centro
CDMX,2017/03,299802727,estado,2017,centro
CDMX,2017/04,305742283,estado,2017,centro
CDMX,2017/05,449347197,estado,2017,centro
CDMX,2017/06,552833581,estado,2017,centro
CDMX,2017/07,521537167,estado,2017,centro
CDMX,2017/08,598037890,estado,2017,centro
CDMX,2017/09,472163958,estado,2017,centro
CDMX,2017/10,491345556,estado,2017,centro
